,Game Info,Game Info,Game Info,Game Info,Game Info,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Genre,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Platform,Game Mode,Game Mode,Game Mode,Game Mode,Game Mode,Game Mode
9600,85543.0,Persona 4,"An entry in the JRPG/visual novel hybrid Persona series in which the player has to harness the power of Personas and fight entities called Shadows by forging bonds with the locals of Inaba, a rural Japanese town thrown into unrest by inexplicable murders committed under cover of foggy weather and rumours of a television channel said to broadcast mysterious images on rainy nights.",2008.0,90.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9601,101208.0,Henry Hatsworth in the Puzzling Adventure,"In Henry Hatsworth in the Puzzling Adventure players embark on single player fun like no other. Here Henry Hatsworth, a quirky, lighthearted character serves as your guide on a journey through a new style of gaming on your Nintendo DS that combines the action of an adventure game with the challenge of a puzzle game.

In this two-in-one extravaganza players explore five exotic worlds, fight a variety of opponents, and venture through more than 30 levels, including nearly a dozen hidden levels while taking on outrageous world-ending bosses.",2009.0,88.68,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9607,86641.0,CLANNAD,"Clannad follows the life of Tomoya Okazaki, a high school delinquent who meets many people in his last year at school, including five girls, and helps resolve their individual problems.

The gameplay of Clannad follows a branching plot line which offers pre-determined scenarios with courses of interaction, and focuses on the appeal of the five female main characters by the player character. The game was ranked as the best-selling PC game sold in Japan for the time of its release, and charted in the national top 50 several more times afterwards.",2004.0,90.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9609,68320.0,Distance,"Distance is a survival racing game that combines the intense action of arcade racing with the exploration of an atmospheric world. You control a unique car that allows you to boost, jump, rotate, and even fly through a chaotic and twisted city. The world has a mysterious history, and as you explore you'll be able to uncover pieces of its past.

The roads are treacherous and unpredictable with obstacles around every corner. Instead of doing laps on a loop, you'll be trying to survive to the end in the quickest time. Since your car has several abilities, it allows you to not only drive fast on the track but also upside down and on buildings and walls! You can also fly to discover new shortcuts and paths. You'll be able to take on the roads alone, or in multiplayer with your friends!

The game is a spiritual successor to the multi-award winning game Nitronic Rush, created by ourselves and 6 others while attending DigiPen Institute of Technology. It was widely praised for its innovative mechanics, visual style, audio design, and atmosphere.
Key Features
Abilities: The cars can perform many unique actions such as boosting, jumping, flying, and rotating to navigate along and around the track.
Adventure: A single player experience to learn how to play the game as well as unveil a short story about the world's mysterious past.
Multiplayer: LAN, Online, and Split-Screen play in several modes, such as Sprint as well as Reverse Tag, Stunt, and many others.
Level editor: Includes a powerful level editor that can be used to create levels from inside the game and share them with players around the world using Steam Workshop.
Original soundtrack: New music from the composer behind award-winning games like Nitronic Rush, Solace, and The Fourth Wall.",2018.0,87.53,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
9611,104234.0,Castle in the Darkness,"Castle In The Darkness is a fun and challenging shout out to the early days of video games! It's an action exploration platformer with some RPG elements, much like games from the Castlevania or Metroid series. It's super fast-paced, challenging, and full of secrets!",2015.0,87.36,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9620,115534.0,Megadimension Neptunia VII,"Hyperdimension Neptunia Victory II is a Japanese role-playing game in the Hyperdimension Neptunia series of role-playing games, developed exclusively for the PlayStation 4, a first in the Hyperdimension Neptunia series. The game is separated into three different dimensions with different stories for each dimension.",2015.0,78.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9627,133935.0,Gnomoria,"Gnomoria is a sandbox village management game where you help lead a small group of gnomes, who have set out on their own, to thrive into a bustling kingdom! Anything you see can be broken down and rebuilt elsewhere. Craft items, build structures, set traps and dig deep underground in search of precious resources to help your gnomes survive the harsh lands. Build your kingdom and stockpile wealth to attract wandering gnomads to your cause, but be wary of also attracting enemies!",2016.0,86.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9632,119246.0,From The Depths,"In From the Depths you can build and take first-person command of battleships, planes, submarines, space ships, hot air balloons and more! The game contains a wide range of single player content including: 
A creative mode allowing you to push your designs to the limit and ensure the total annihilation of your opponents. 
A strategic campaign waged over hundreds of islands against eight unique factions. 
A Story Mode where you can play missions as each of the eight factions - a fantastic mixture of strategy, design and wild battles! Defend your fleet against waves of enemy forces in a series of extremely tough challenges. 
Adventure mode where you start on a raft and must build up your fleet and travel a dangerous universe fighting or running from enemy fleets 
 
As well as a wide range of multiplayer content 
Design with your friends in co-op designer 
Play a range of adversarial modes 
Play the entire single player campaign together in co-op",2020.0,87.77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
9633,101668.0,Terranigma,Terranigma is an action role-playing game for the SNES. It is one of the few games which has never been released in North America. The Game is about a boy named Ark whose fate is to resurrect the earth and to contribute to the evolution of life.,1995.0,89.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9643,103077.0,Return of the Obra Dinn,"In this 1-bit first-person mystery game, a merchant ship called the Obra Dinn has appeared at a London harbor, years after being declared lost at sea. As an insurance adjuster, the player must examine the ship for clues.",2018.0,92.72,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9694,115579.0,Danganronpa 2: Goodbye Despair,"The follow up to Danganronpa: Trigger Happy Havoc. The main character, Hajime Hinata, a new 'Ultimate' student at Hope's Peak Academy. On their first day, Hajime and all of his classmates are taken on a field trip to the mysterious Jabberwock island by their anthropomorphic rabbit teacher, Usami. Usami explains that on this island the students are to have fun together and become friends to gather Hope Fragments. Usami's field trip does not go as planned when Monokuma appears and begins a new Killing Game. Anyone that wants to leave the island must commit a murder and get away with it. If the murderer is successful, he/she is allowed to leave the island, while everyone else is killed. When a murder occurs, the player investigates. After the investigations, a trial commences to determine who the culprit is.",2012.0,85.23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9700,140821.0,Higurashi: When They Cry,"Higurashi: When They Cry is a Japanese murder mystery visual novel. The series is focused on a group of young friends and the strange events that occur in the rural village of Hinamizawa, where they reside. The gameplay requires relatively little player interaction as most of the game is composed of text dialogues. The original release contained no voice acting for the characters. The game utilizes intermissions where the player can obtain several Tips. These Tips allow the player to read various supplementary information that may or may not be useful in solving the mystery.",2002.0,89.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9759,106548.0,Total War: Warhammer II - Serpent God Edition,"As the twin-tailed comet arcs across the sky, those attuned to the Winds of Magic feel the air buckle with arcane energies. In torch-lit temple halls, fervent priests trace cobweb-threads of ancient geomancy, bowing their heads in fervent anticipation...
All who know agree - a change is coming.

From the thundering clouds of battle, a new god rears its scaled head. Sotek, the deliverer, god of Serpents and of War, has arrived.

Truly an edition fit for a god, or at the very least a devoted high-priest, the Serpent God Edition comes wrapped in faux lizard skin, replete with stone effect glyphs modeled on Lord Mazdamundi's headdress, detailing the temple-cities of Lustria.",2017.0,89.87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
9789,71529.0,RimWorld,"A sci-fi colony sim driven by an intelligent AI storyteller. Generates stories by simulating psychology, ecology, gunplay, melee combat, climate, biomes, diplomacy, interpersonal relationships, art, medicine, trade, and more.",2018.0,80.61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9808,99257.0,Vertical Drop Heroes HD,"Vertical Drop Heroes is a procedural platformer RPG hybrid with roguelike elements, where your hero adventures through randomly generated stages. Armed with a variety of skills and traits, you must use your cunning and reflexes to survive the dangers of each stage, until you face the final boss and uncover the truth behind the game!",2014.0,79.51,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1
9809,126768.0,Creeper World 3: Arc Eternal,"For billions of years empires rose to greatness. Each fell to the Creeper till none remained. Now all hope appears lost. Who will stand against the Creeper? Experience this extreme and massive expansion of the Creeper World franchise. Nothing will ever be the same... Massive maps, custom units scripting, terraforming, Gravatars? Can you handle the challenge?",2014.0,89.98,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9833,96083.0,Warlords Battlecry II,"The game is set within the world of Etheria. In the campaign the player must take control of one of the twelve races and capture all sixty-seven regions of the land in a non-linear manner. The player does this whilst assuming the role of a ""Hero"" which he or she has created. There are twelve different playable races, each with their own type of Hero, buildings and resource dependencies.",2002.0,85.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
9834,82271.0,Warlords Battlecry III,"Warlords Battlecry III further expands the Battlecry tradition of featuring persistent RPG-like fantasy heroes with its retinue of loyal followers fighting massive battles in the Warlords' world of Etheria. It is a true sequel to Warlords Battlecry I & II, featuring many familiar races and troop-types, while also adding some new ones into the mix. 

Warlords Battlecry III continue to perfect its automated feature system, greatly reducing gameplay micromanagement and quickly proving to be the holy grail of RTS games among gamers of the genre. 

While being a strong RTS outright, there are also numerous activities for players to engage in between battles, such as obtaining titles and awards, trading and purchasing items & retinue members, and even an upgradeable castle to reflect your importance and influence in the world of Etheria. 

Extra features included in Warlords Battlecry III are specifically geared to please the legions of previous Battlecry players, including the removal of hero and unit caps, the addition of new special abilities for high-level heroes and the creation of an intuitive hero system. All of these features, coupled with new races and hero classes, new spells and items, and new building and dragons meld to form a Real-Time Strategy game that once again raises the benchmark for other games in the genre. Warlords Battlecry III is poised to receive even greater accolades than the previous award-winning titles in the Warlords Battlecry series.",2004.0,87.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
9840,118260.0,Fieldrunners 2,"Strategic-Action-Puzzle-Defense has never been this fun and addicting! Defend your world from the invasion by building winding paths out of imaginative, new weapons. Over 20 new levels span the grassiest fields, driest deserts, sparkling cities, and even an infernal volcano lair! Are you ready to stop the Fieldrunners once and for all? Join the defense, now!",2012.0,85.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9894,182329.0,1nsane,"Levels are set in real world locations, scattered throughout North America, Europe, Africa, Asia and Australia. The actual design, however, is fictitious.

The single player campaign comprises a series of championships in different vehicle classes, where the player unlocks new vehicles and locations, based on their score.

Vehicles range from utility vehicles to light buggies and are either fictional or inspired by actual production vehicles. Though the names do not correspond with any actual vehicle, the fact is evident both visually in-game and in the names of the game's files.",2000.0,89.97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
9898,129240.0,Total War: Warhammer,"A unique combination of colossal real-time battles and an addictive turn-based sandbox campaign game of statecraft, politics and empire building, Total War: WARHAMMER will deliver hundreds of hours of absorbing gameplay.

What is more, this title will go on to combine with two further standalone instalments and additional content packs to create the largest Total War experience ever. An epic trilogy of titles that will redefine fantasy strategy gaming.

This is the dawn of a new era. Total War: WARHAMMER brings to life a world of legendary heroes, towering monsters, flying creatures, storms of magical power and regiments of nightmarish warriors.",2016.0,86.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
9927,81906.0,Persona 5,"Persona 5, a turn-based JRPG with visual novel elements, follows a high school student with a criminal record for a crime he didn't commit. Soon he meets several characters who share similar fates to him, and discovers a metaphysical realm which allows him and his friends to channel their pent-up frustrations into becoming a group of vigilantes reveling in aesthetics and rebellion while fighting corruption.",2016.0,93.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10107,126744.0,Corsairs: Conquest at Sea,"Corsairs: Conquest at Sea is a 1999 strategy/action/adventure game for the PC, developed and published by Microïds (known for Syberia and its continuation Syberia II). The game is a simulation of the life of a privateer employed by either England, France, The Netherlands or Spain in, most likely, the 17th century. The player can take part in either the campaign, which consists of several scenarios with a specific goal, or adventure mode, where the goal is simply to capture all the ports on the map for your nation.",1999.0,91.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10166,171276.0,Dark Void Zero,"Rise On! After 20 years, the legendary lost project “Dark Void” is back! To commemorate the game’s humble origins, Capcom has commissioned the recreation of the original 8-bit classic, now re-titled “Dark Void Zero”.

In this critically acclaimed 8-bit de-make, you play as Rusty, warrior test-pilot and Nikola Tesla’s trusted friend. With the help of your state-of-the-art rocket pack, blast through three deliciously retro levels of baddies in your quest to close Portal X and save the human race!",2010.0,86.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10175,99709.0,Decay: The Mare,"A new psychological horror adventure game from the creators of the successful Decay series: Sam is an addict who ends up in an institution named “Reaching Dreams”, hoping to kick his drug problem and sort out his miserable life. But during the first night, something goes horribly wrong and he gets stuck in an endless nightmare…

Decay – The Mare is a 3D psychological horror adventure and homage to the Resident Evil and Silent Hill games, as well as to horror adventure games like Phantasmagoria, The 11th Hour and Gabriel Knight.

For the first time the compelling, high-tension Adventure is available in one package, including an exclusive third chapter that will bring Sam’s journey to an end.

Decay’s developer Shining Gate Software is a small indie studio located in Stockholm, Sweden. The studio is best known for their work with DICE and Electronic Arts on the Battlefield franchise and for their own Decay series, released on multiple platforms.",2015.0,90.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10222,140639.0,The Revenge of Shinobi,"Set in the mythical world of ancient Japan, players take on the role of ninja warrior Shinobi. To free the world from the curse of Goaku, Shinobi must recover 5 elemental swords and defeat the Shoguns who wield them. It will take stealth, strength, and the mastery of the mystic arts for Shinobi to battle his way through the 5 lands.

While the game shares a name with the third game in the Shinobi series, it's a stand-alone spin-off title not based on the previous game.",2002.0,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10235,115282.0,Chuckie Egg,"Chuckie Egg is an action platformer featuring a turn-based multiplayer mode. As Hen-House Harry, the player must collect the twelve eggs positioned in each level, before a countdown timer reaches zero. In addition there are piles of seed which may be collected to increase points and stop the countdown timer for a while. The player starts with five lives, and an extra life is awarded every 10,000 points.",1983.0,83.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
10496,103893.0,Wizardry: Bane of the Cosmic Forge,"Ten years ago, Wizardry set the standards in Fantasy Role-Playing (FRP). Now after two million copies have been sold and dozens of awards have been won, Bane of the Cosmic Forge raises and redefines those standards. This new Wizardry , the truest simulation ever of Fantasy Role Playing, will push your computer, your mind, and your sense of adventure to their very limits. Only through the power of the latest computer technology could the full dimensions of this new genre in FRP be possible.",1990.0,97.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
